year,location_code,coal_metal_export_share,oil_exports_share,primary_exports_share_1,primary_exports_share_2,exp_to_gdp,res_rents
1964,AUT,0.0610775362882728,0.0044807390321882,0.184748217639829,0.211281731575053,46.9855812470221,
1965,AUT,0.0655286118310748,0.00389311695030306,0.184879939789395,0.214819476127749,48.2393149536368,
1966,AUT,0.0696830015955679,0.00274274034327642,0.169859481356219,0.200857400268783,48.9255425298678,
1967,AUT,0.0632613141084414,0.00273660004245439,0.166237708227834,0.195305167609725,48.3085412151414,
1968,AUT,0.0595623703117223,0.00343670613699931,0.154881627903486,0.182529503910715,49.013881174705,
1969,AUT,0.0578901941250529,0.00392164928799244,0.152223689043117,0.176318483652786,52.7252596626323,
1970,AUT,0.0555382047596571,0.00352793529747762,0.150046573980802,0.175232245858289,54.86039174788,0.363841784597767
1971,AUT,0.0458606594409646,0.00390719753290362,0.142423846628968,0.162310467396281,54.3804711459358,0.324865114950385
1972,AUT,0.0445806557868624,0.00358531678932846,0.13988583407727,0.1602543762363,54.2960192212936,0.312458439701377
1973,AUT,0.0458689741077507,0.00425095557601111,0.146484385625891,0.1698654169819,54.4568199360651,0.376881097551628
1974,AUT,0.0434531457216929,0.00635111653986014,0.132254611155361,0.152551087028468,59.5677317780406,0.5816644788832
1975,AUT,0.0430158734938304,0.00566736368600368,0.114911703562201,0.136394173733392,56.5991341566834,0.559714086394128
1976,AUT,0.0441812437518881,0.00620898859066178,0.129925221767136,0.149642270476999,59.9162816321086,0.603314153448082
1977,AUT,0.0464426693718627,0.00514206150704571,0.124181211936999,0.144487768963086,60.2775956821567,0.487226206299884
1978,AUT,0.0397545557977564,0.00532599712615924,0.116109435754232,0.132970594522737,59.6679877608595,0.456052395847324
1979,AUT,0.0400271493753923,0.00483027024406663,0.123793862522259,0.139333687948785,63.3172191333532,0.629436659766326
1980,AUT,0.0410034291631807,0.00579570522420609,0.130775320879805,0.147501943448455,66.8250060486283,0.673949316471408
1981,AUT,0.0408089326100121,0.00653313002885346,0.121261340685438,0.140222039356742,68.396550301208,0.610938791175156
1982,AUT,0.0390379078657388,0.00536970013342781,0.11423630676575,0.132052731189895,64.1171139234959,0.50434729605406
1983,AUT,0.0437400398592113,0.00622064511913999,0.113064099310859,0.131880871523012,62.4721849872476,0.48162913798875
1984,AUT,0.0423521818860924,0.008556633128841,0.107238574751634,0.125316881817431,66.5750060351522,0.465491461728832
1985,AUT,0.041495186719176,0.0149006759670112,0.0978342499957469,0.123494044078621,70.0831614762495,0.463034753941956
1986,AUT,0.0356555281318315,0.00644409718976984,0.0927665470890207,0.107627440623021,64.014597212162,0.257169275729444
1987,AUT,0.0396572831188425,0.00464883754514802,0.0879169839261379,0.103070164463469,62.8537227269269,0.215180779141793
1988,BEL,0.0549350086381381,0.0317916762912389,0.129134135659068,0.165702127751167,115.55989903239,0.0376958738530702
1989,BEL,0.0598002267602104,0.0323203509760182,0.124363631546266,0.160512480277052,124.011913158749,0.0447487110184101
1990,BEL,0.0485027623451386,0.0328916824483611,0.118528081495937,0.154759953627331,120.56967271465,0.0452952163328374
1991,BEL,0.0422266811788942,0.0368693487657594,0.127799549353113,0.167284101682557,117.712773234039,0.0292424601730551
1992,BEL,0.0399579375411425,0.032707074595397,0.133848554329549,0.168779979704128,114.215711339517,0.0233339411836193
1993,BEL,0.0386462478252693,0.0329025578695866,0.128530990500305,0.163859570713573,108.201663534969,0.0252007286878013
1994,BEL,0.0389661363624727,0.0289322030934413,0.129107870532637,0.160350086945618,112.388936950299,0.0231388760971581
1995,BEL,0.038785753297627,0.0246619987387048,0.123598898646621,0.150264020806599,115.511365408443,0.0209834687032862
1996,BEL,0.0337578511893248,0.0315391311758171,0.121317469605788,0.154587015099019,118.060093802792,0.0224034998358647
1997,BEL,0.0354106308271342,0.028415322551741,0.126756979285344,0.157055024724317,124.366693263271,0.0201796875679815
1998,BEL,0.032989364449006,0.0244392990850847,0.128590802639569,0.155170728398183,123.484495687655,0.0231575789986101
1999,BEL,0.0323397071268724,0.027837430786943,0.125121073729513,0.155641369152196,123.99724026107,0.0225992651839553
2000,BEL,0.0324732825141121,0.039758421145858,0.107434596119978,0.150071451774172,141.079071496619,0.0245086196016904
2001,BEL,0.0316022400489591,0.0359042760945821,0.106154877325085,0.145102346644457,138.694465221206,0.0209002976583255
2002,BEL,0.0214782104648546,0.0302705580714197,0.0845104067472695,0.117177997365184,135.124884981773,0.0235961302534138
2003,BEL,0.0198636890772827,0.0387940932266219,0.0873283917153695,0.12825724600062,131.990312645394,0.0216301968168661
2004,BEL,0.0251699945828308,0.0424118678933237,0.0888350118839178,0.13407283496657,136.037833248748,0.0157829963811928
2005,BEL,0.0255843449905595,0.0541546200947137,0.083835283263773,0.140527909320754,143.376220942029,0.0155990067054867
2006,BEL,0.0358329175754063,0.0647353564550463,0.0884465845868727,0.155847596760908,147.693901435153,0.0172978731832063
2007,BEL,0.036531442605909,0.0559928205738793,0.0871864813370925,0.14576031183278,151.163621858795,0.018811732279505
2008,BEL,0.0305866959572543,0.0697402067614981,0.0846609180602826,0.15795492796047,158.908045084263,0.0182284710114765
2009,BEL,0.0252303156901732,0.0564228314543456,0.0890602696258003,0.14884882036166,136.356757863313,0.0173730012065652
2010,BEL,0.0319492668937176,0.0657038810462422,0.0865569907144059,0.155575579364808,151.100176526737,0.0192009558245614
2011,BEL,0.0355338348403973,0.0806780507390537,0.0900210221477333,0.173695042967014,162.753665660528,0.0191369597834087
2012,BEL,0.0352132179439899,0.0842149193923069,0.0907994702910751,0.177607867570139,163.994977033554,0.0185618645042646
2013,BEL,0.027470950815142,0.0870347741742804,0.0843369401098572,0.173504984360717,162.218643125169,0.0192619535958936
2014,BEL,0.0249030739193583,0.0822978627730266,0.0902092334901081,0.17359258903381,164.710002339658,0.0201501040264968
2015,BEL,0.0243323249580065,0.0621914683478252,0.0917903609350448,0.154879607512711,160.229325319499,0.0197041755856871
2016,BEL,0.0227046617441713,0.0505689037514965,0.0884718695421609,0.14014371022939,164.544702629143,0.0187137637460808
1962,BEL,0.0977687573192922,0.0271596683093556,0.145584483440354,0.185812526126442,81.1576432460471,
1963,BEL,0.0989892896404577,0.033644345640259,0.153293664687607,0.1999725955609,84.3825837561852,
1964,BEL,0.10141560700789,0.0282923264473368,0.138553617239395,0.178721167842991,85.3268781038424,
1965,BEL,0.10127620938282,0.0264739914335198,0.143835201897927,0.17758579455406,83.9900692062356,
1966,BEL,0.099837968281455,0.0231357079507994,0.149273169172871,0.177407576061306,88.0357457342498,
1967,BEL,0.0933502373079202,0.023821439328235,0.153449276940158,0.182983768684234,84.9542938596995,
1968,BEL,0.0974079191846254,0.0275053938457384,0.151889992631088,0.183349988806676,89.2725658349821,
1969,BEL,0.102237465335919,0.0306376553621911,0.143226450108562,0.177072017945709,96.4912899323802,
1970,BEL,0.103504624051237,0.0240006361637782,0.144278164473315,0.171677705032999,87.0758025041546,0.160600246098624
1971,BEL,0.0759204581867387,0.0253824906037037,0.140389943128326,0.168659205969545,84.9490549800667,0.14946718878244
1972,BEL,0.0658006167364553,0.0275618981173022,0.140123214294424,0.170027877793314,84.5787180649479,0.120501313225234
1973,BEL,0.0757437646908022,0.0282473545512093,0.143126216068385,0.175886349206135,93.4462479046126,0.108412015262546
1974,BEL,0.0822998304905403,0.0342843950007418,0.135165204051914,0.174160935066842,104.495768978865,0.140503498284142
1975,BEL,0.055939747977685,0.0481117612773891,0.135230354385144,0.187994249050439,90.8501180613793,0.241418644383592
1976,BEL,0.0611519408462063,0.0484545365525637,0.132533636425187,0.186399415753147,96.1032781185445,0.260728945013015
1977,BEL,0.059746944731595,0.0549668031088165,0.132392833114496,0.191675209438598,94.9763496102847,0.214116096415215
1978,BEL,0.0568669458751377,0.0433997326729834,0.123706110836992,0.169260310009829,91.6365514233163,0.160308084003564
1979,BEL,0.057394521389106,0.061725927576482,0.11985931009273,0.184420503156294,100.831741990439,0.134146587405709
1980,BEL,0.0718913245306875,0.0790066945682594,0.119244954233391,0.20238145843242,102.306683920574,0.135283862368338
1981,BEL,0.0593269082450616,0.0864438803148011,0.133586901182585,0.225673533503272,109.417686161341,0.199127777316113
1982,BEL,0.0591658523334794,0.0813767608334911,0.13408126177076,0.220175487619856,117.06390427629,0.254259043811045
1983,BEL,0.0566203994771029,0.081466784825833,0.127599955325719,0.213543146215747,119.509460317824,0.196017206204906
1984,BEL,0.0560987569992118,0.0740328509973542,0.138158578111321,0.217294121829248,127.286436050737,0.165261730920688
1985,BEL,0.0558402687153868,0.0603032942812043,0.131628958793588,0.197697870864892,122.963339106446,0.157496644623206
1986,BEL,0.0464785628960317,0.0441218029478223,0.127461026719745,0.17586992056612,111.494554813514,0.0902407277466336
1987,BEL,0.0426397772126864,0.0342774219805048,0.127302419819499,0.165797182735111,109.105628431747,0.0529378746184069
1988,DEU,0.0318600551315034,0.00649625025133108,0.0609909256337156,0.0725286209611813,42.6662605609414,0.14237284125409
1989,DEU,0.0329252759723698,0.00715889526528678,0.0611596642828619,0.0732511998956106,45.3646253285851,0.182212157981757
1990,DEU,0.0279275270530647,0.00680060332107482,0.0548293230723537,0.0657333156746307,46.0141918466429,0.238830272688251
1991,DEU,0.0282646283327451,0.00696451926279158,0.062557117663974,0.0733920746594241,47.9745537409799,0.140723001709814
1992,DEU,0.0264657468931619,0.00775363653107536,0.0629364722306443,0.0738755543121497,45.0500200552108,0.0986423830717177
1993,DEU,0.0250948280355898,0.00739841051363125,0.0633139201719017,0.0733337118184477,40.644305281519,0.0782299305411817
1994,DEU,0.0257601897287329,0.0069580279412286,0.064681784909039,0.0742647110717607,42.0729501882215,0.0632478878530101
1995,DEU,0.0262474010712084,0.00624245246404259,0.0620651537898537,0.0702636891535393,43.5447210987529,0.0657264245484853
1996,DEU,0.0244517307403777,0.00781638141742233,0.0610551356329075,0.071191672529495,44.9967295153453,0.0711257750046519
1997,DEU,0.0270788444009571,0.0106262013131725,0.0573712123865405,0.070284456983432,49.6010350314424,0.0673845196166372
1998,DEU,0.0245210318220274,0.00857578210141365,0.0560551234149726,0.0666533594260388,51.5828721206206,0.0519229068012426
1999,DEU,0.0233065963996952,0.0094300001464554,0.0535090789574213,0.0645948981873629,53.3694451977839,0.0461464787791984
2000,DEU,0.0245382494186978,0.0116023452377733,0.0498696846766305,0.0627307047692355,61.3899965981252,0.0958623883411441
2001,DEU,0.0254440386705976,0.0135832562191485,0.0523164343943691,0.0677691928473832,61.9777966373833,0.125570718483142
2002,DEU,0.0238066808720824,0.0132199647402185,0.052064198519252,0.0670823469740467,60.7730085231002,0.0980595653183288
2003,DEU,0.0215129285894156,0.0119844890250904,0.0500280325937809,0.0638698293170199,61.5191344456056,0.0944725345926778
2004,DEU,0.0228611277659862,0.0149019787800281,0.0488593468528583,0.0655458048797954,65.8561097849926,0.13904081340553
2005,DEU,0.0250587268901248,0.0212015557482184,0.0528738772840758,0.0762127500511574,70.421190337526,0.146181071327983
2006,DEU,0.0334453470818363,0.0233471150841694,0.0529176779010243,0.0804362646415325,77.0821685991852,0.159591790561488
2007,DEU,0.0319581885693118,0.018075346542181,0.0535344106278941,0.0738854199533215,79.3705311491587,0.158586058629991
2008,DEU,0.0312910562016473,0.020552539942207,0.0572792977747111,0.0806618441538094,80.9449046351308,0.278214332740448
2009,DEU,0.0271726130414038,0.0155014230506537,0.060219837599082,0.0798793036134508,70.6650462548978,0.139511549112683
2010,DEU,0.0350683623946985,0.014706290931765,0.0601831943532667,0.0788309888101482,79.3030782229871,0.159439615679372
2011,DEU,0.0375263722531794,0.0165958271563013,0.0638258415751042,0.0842392109326537,84.7477359495694,0.201346887953871
2012,DEU,0.0357338585132729,0.0197936011274371,0.0632486910601349,0.0871359599701173,85.8747543741344,0.144664580193935
2013,DEU,0.0316719165736781,0.0207937764830195,0.0634817692648407,0.0880820783460451,84.83642578125,0.102537879551957
2014,DEU,0.029660053836592,0.017465063408384,0.0616515651825029,0.0824779775641245,84.4856724876981,0.0918078565444637
2015,DEU,0.0277006862836996,0.014368159628167,0.0584278980783341,0.0763208782920682,85.755786637754,0.0666863474758781
2016,DEU,0.0249714129002184,0.0116907964590525,0.0570609997841763,0.0713528127588584,84.2672667419411,0.0598366843514836
1962,DEU,0.0818797401221728,0.0139348535610065,0.0504075618040837,0.105418737826537,,
1963,DEU,0.0790443505203503,0.0148022064566168,0.0508276893963982,0.10605698328996,,
1964,DEU,0.072743014024986,0.0136438253974329,0.0519309351465233,0.0992260602084756,,
1965,DEU,0.0699142643844856,0.0212260005061742,0.0578367548629789,0.107112962641543,,
1966,DEU,0.0702062760398075,0.0175602538472673,0.0619553396936092,0.104617647249035,,
1967,DEU,0.066688940775481,0.0112487081359234,0.063565678641336,0.0982242826680855,,
1968,DEU,0.0793157658630678,0.0114097584759992,0.0590870101838439,0.106928311240016,,
1969,DEU,0.0735136736730658,0.00954687706235515,0.0563358824285569,0.0988243734689882,,
1970,DEU,0.0730961950743792,0.00938221497106174,0.0574269432219182,0.102225329338979,31.8155483722306,0.225136443223516
1971,DEU,0.0659438471317929,0.00859807315527431,0.0584145470147497,0.101016496083459,30.9459003050632,0.23299876964825
1972,DEU,0.0511823517692452,0.00873465652432451,0.0601408344177159,0.0853524116306291,30.8344370581945,0.189755198802359
1973,DEU,0.0526455235139797,0.00896141209525277,0.0676776261448809,0.0920687197316364,31.8077841214888,0.211341165442799
1974,DEU,0.0644959371428652,0.0241226717192126,0.0725597291962199,0.114873377777029,37.074439055349,0.351365695905184
1975,DEU,0.0536565982919874,0.0202993873899235,0.0712093504492754,0.109225528943136,36.0255816499697,0.730777863991852
1976,DEU,0.0531615172062827,0.0196596562923567,0.0701158461549997,0.105481626750253,38.4972486719417,0.775105037627528
1977,DEU,0.0482245232143593,0.0195709641236689,0.0756420954798766,0.108553706369376,38.2301505974497,0.655922174153335
1978,DEU,0.0467604426701881,0.0102804457105571,0.0691116557421296,0.0975952041488905,37.3036255570964,0.488558911453238
1979,DEU,0.0505379115612139,0.0126427327390792,0.0724300913211752,0.102857264893622,39.3552100939341,0.481270958236605
1980,DEU,0.0455709269130855,0.022639275407284,0.0638661091657751,0.0986449816618894,41.9938930471203,0.608907684610738
1981,DEU,0.0394922698676471,0.025534339412127,0.0684007421835754,0.10530059127168,44.3302124753721,0.967752689788496
1982,DEU,0.0361098659356107,0.0255946586981935,0.0624855211014982,0.097221786255925,44.5349453242277,0.98588829963129
1983,DEU,0.0376835745634131,0.0232739175693517,0.0630136897599972,0.0946904097848875,43.7201739789873,0.649773585130277
1984,DEU,0.0405676706552679,0.0223116794772714,0.063921293277379,0.0956065790140669,46.3959011796766,0.539530973365958
1985,DEU,0.0360028210219079,0.0193701336824799,0.0621979770515828,0.0896474797962794,48.0736790945183,0.577680757446812
1986,DEU,0.0313947969334357,0.0098179724321978,0.0601294444146909,0.076366005445692,43.085752999907,0.255472270311292
1987,DEU,0.0289797238875053,0.00787276371280345,0.058267769843159,0.0714873410454658,41.8264475858919,0.156831877935817
1988,DNK,0.0101077518547607,0.0187511901279007,0.242522134290589,0.262531734161678,63.7553288320023,0.271529614953681
1989,DNK,0.011168857206017,0.0215715408231113,0.239018570711348,0.261867469668033,67.0449318149182,0.499158102772423
1990,DNK,0.0112092591633909,0.0227736156899869,0.225381298346587,0.250534816029754,67.2901980814838,0.56872451756869
1991,DNK,0.00898076809664314,0.0243968227926874,0.220179255734013,0.247035657669219,69.1465171562325,0.350107549168101
1992,DNK,0.00842100325575326,0.0242350779184355,0.218950876519266,0.245207018637732,67.001908963461,0.334845383839215
1993,DNK,0.0078200964795495,0.0200733481976569,0.215661553969348,0.237742276137554,65.6049871508488,0.375544328405704
1994,DNK,0.009443927031688,0.0183456564684677,0.212565176782417,0.233531317266892,67.7805788061042,0.347641798160098
1995,DNK,0.0101821715143957,0.0192335892176902,0.208164227856316,0.229181945478963,68.5145824871223,0.326979693923901
1996,DNK,0.0144767198859596,0.0265318581955034,0.196491559303233,0.231214701475049,68.4712837216826,0.48163894125264
1997,DNK,0.0111754708180212,0.0251244081641718,0.20828912680847,0.237567405180086,71.1684286847292,0.482080061592507
1998,DNK,0.00949375397671021,0.0196703870830194,0.194382910942218,0.216737263958721,71.2991193840073,0.140921362339899
1999,DNK,0.00767627198939084,0.0246911444442836,0.169856550630553,0.196535144370153,72.6971996446295,0.463157615549918
2000,DNK,0.00785270811112616,0.0464444048409299,0.153616174416612,0.201540824011522,82.983950706603,1.44456996082531
2001,DNK,0.0091245338733228,0.0394848129508633,0.154007156901127,0.1960615906125,83.9685868149784,1.16787254124775
2002,DNK,0.0103404205430351,0.0407922971619478,0.156592810704275,0.200936961646791,84.5569397654777,1.14302966748281
2003,DNK,0.0122527670725791,0.042514553758795,0.155233168136336,0.202596105020307,80.8817255042801,1.10273542091534
2004,DNK,0.0132747574535338,0.0505504961648839,0.151366629223876,0.205484235963826,82.2077807385254,1.3305993173058
2005,DNK,0.0121537698117539,0.0603994840124159,0.137415730187195,0.201873276320436,89.399766958557,1.85581789432141
2006,DNK,0.014235867682281,0.06050885836814,0.130464888431871,0.196409983440832,97.366697181173,1.95607576513351
2007,DNK,0.0134870361642875,0.0500961255925052,0.125615563495216,0.1788213878129,100.067861137709,1.63805861640888
2008,DNK,0.0147845177205346,0.0542066279199479,0.122427606942568,0.181645422496025,104.828223617379,1.94968639644572
2009,DNK,0.0119150998651226,0.0401293586347494,0.132260374186076,0.177314695556629,89.7550319572765,1.13406557231817
2010,DNK,0.014449274082011,0.0458758370517461,0.134487713717182,0.185548553472776,94.0999797893453,1.30583250474052
2011,DNK,0.0144496373015196,0.055865193262017,0.133438580527252,0.193586714091677,101.245740053085,1.69568351501188
2012,DNK,0.0126142361367292,0.0552204713187108,0.134551193881173,0.193388784807082,103.240999217943,1.6321449567008
2013,DNK,0.0108641302660179,0.0516276482254313,0.137133314375366,0.191924207296146,103.050147770845,1.24582078109248
2014,DNK,0.0107719846236839,0.0366337910632344,0.1309911401497,0.170080461695801,102.263920471036,1.02511202051304
2015,DNK,0.00889573514757172,0.0281539504271201,0.128556754387756,0.15862084724369,104.058935192402,0.519870764187756
2016,DNK,0.00912731341760509,0.020759318291514,0.132579565533859,0.155287416471277,100.974122466919,0.500335561683069
1962,DNK,0.0107277869734077,0.00798626041335294,0.598175820628445,0.607546925260529,61.1243865612386,
1963,DNK,0.0087520940316233,0.00547742331810912,0.582807309107592,0.589513108177376,61.1942486568197,
1964,DNK,0.00968884087468227,0.00811122611662841,0.566845699971932,0.575911497725202,62.4801730870475,
1965,DNK,0.010837774454443,0.00957736946900333,0.556049869941798,0.567534622389506,60.8372776984055,
1966,DNK,0.0128902498056538,0.0104080253400059,0.541641078619646,0.555446548760747,59.3351573013005,
1967,DNK,0.0127004652939633,0.0112878348257485,0.511956172837094,0.526213720069912,57.3370432495437,
1968,DNK,0.0156571830096075,0.0107139462004917,0.481619855004846,0.497226646115521,57.3598790577062,
1969,DNK,0.0186123096321065,0.0124724763614047,0.443612640429718,0.463751606282934,57.9455106144874,
1970,DNK,0.0235380492979475,0.0139194593502788,0.429996285775689,0.455852751724312,57.1346024706011,0.0681237607966473
1971,DNK,0.0166989977972599,0.0176960766244411,0.425200500553928,0.448802246445416,55.6746345318056,0.0558222582860314
1972,DNK,0.0156734862780871,0.0165277673106345,0.416708396017322,0.438718784634772,53.2211410414434,0.0565691599588101
1973,DNK,0.0139910506264356,0.0199407881958746,0.430430204037318,0.453125627347332,57.8397568650655,0.0613863448862841
1974,DNK,0.0196040608388008,0.0350812782663343,0.397930697090376,0.435681894409704,64.6615819100498,0.0534475754569789
1975,DNK,0.0175000634803157,0.0316762594923092,0.401234928386963,0.435724993907216,59.7005684212337,0.0567884456128223
1976,DNK,0.0176820059449156,0.0343073220604618,0.391197580106551,0.429455301880789,61.0073442910106,0.0660950985471156
1977,DNK,0.0195673214279539,0.0301112843341128,0.395878009805102,0.430769397628328,60.2827363525338,0.0835939896771303
1978,DNK,0.0144634755067126,0.0235814991708735,0.400670727069039,0.425969512640991,57.0529054275303,0.0754725105904917
1979,DNK,0.0177186226262412,0.0388601602645592,0.397283289570003,0.438524912197084,60.8478728892995,0.122446042714443
1980,DNK,0.0181014225428051,0.0232050679781213,0.286626120654069,0.313880128991142,65.455711106898,0.12301586668743
1981,DNK,0.0130737245913046,0.0228548221065409,0.282540549936304,0.308219752232089,70.7448160079858,0.209080255803357
1982,DNK,0.0112746800787803,0.0220036736148315,0.288449364667979,0.313330670119702,70.8385645948222,0.343997008210449
1983,DNK,0.0132447065937672,0.0341061791150745,0.269763583576465,0.307708174538832,69.6329046136203,0.428849765531505
1984,DNK,0.0132272636246808,0.035978157416813,0.263819934042395,0.302145547404758,70.9085829947609,0.457600056169861
1985,DNK,0.0128414549234021,0.0377223091389683,0.264863833013794,0.305493375301301,72.0872649501849,0.573743690198765
1986,DNK,0.0106522606633861,0.0220186661783826,0.273794222262785,0.297728664147602,64.7973394888058,0.274627866795297
1987,DNK,0.00963895895410457,0.0216764964671671,0.265896605151232,0.288906130633686,61.352944241723,0.347003011906737
1988,ESP,0.0208095381152727,0.0299617703800502,0.134200705694935,0.165995633146576,36.7543485799745,0.233136506816945
1989,ESP,0.0211605239338176,0.033340841338848,0.129781396708774,0.164627743480944,37.4187119446568,0.242542065201639
1990,ESP,0.0172852751986655,0.0302856904153419,0.120451766238079,0.151761535692528,35.6429965830852,0.128462395711532
1991,ESP,0.0173357653255105,0.0276134923372415,0.125683379020221,0.154119806682871,35.5113418967612,0.0689901101823465
1992,ESP,0.0168834326132197,0.0182076895423928,0.116875953981219,0.13595658792325,36.012533326518,0.0542602145760616
1993,ESP,0.0175401902718315,0.0175745222567803,0.118037590453708,0.136363312262269,36.9930776907673,0.0540692342323114
1994,ESP,0.0174955664013042,0.0141829200340622,0.12361715169882,0.138486336850427,41.6956042634468,0.0554700555140924
1995,ESP,0.0182651642843365,0.0111626788168257,0.122814485020867,0.134541678984952,44.8302662315468,0.0593329246764764
1996,ESP,0.0182654330419665,0.0173360484799793,0.122535857425343,0.140497359632541,46.3284234167773,0.0547730825980087
1997,ESP,0.0192745069756676,0.0173558406798251,0.128580309749496,0.146979326347963,51.2922522772942,0.0457892874060619
1998,ESP,0.0155397070912423,0.0141193355607469,0.120330068826709,0.135134220060981,52.8642232899311,0.0384354236994799
1999,ESP,0.0157610603592386,0.0146254223612437,0.114422274986109,0.12982389505711,54.7380518108212,0.035130600151565
2000,ESP,0.0157070360006248,0.0179536677845659,0.108555844263783,0.127664743234003,60.237833655706,0.0430254730965806
2001,ESP,0.0148591762452116,0.0147327123384252,0.113839659221243,0.129552281627112,58.0741585754966,0.0551983272103435
2002,ESP,0.0137101224903917,0.0132055250799324,0.116362915830921,0.130573011113984,54.9828637319695,0.0449221640747507
2003,ESP,0.0144466090598761,0.0147104677513662,0.115999480697839,0.132526595678296,53.1113716470518,0.0377661471130326
2004,ESP,0.0151150551069588,0.017374161811945,0.111775175207414,0.132066732048918,54.2124631422535,0.0485844134529049
2005,ESP,0.018052849997404,0.0223437870794367,0.109324826050334,0.134577123647689,54.335103582121,0.0400858600503409
2006,ESP,0.0240517909378046,0.0240638069199722,0.107074390488486,0.133135823676867,55.6592729574374,0.0482405530183937
2007,ESP,0.0262066493389975,0.0221542492955274,0.108713984598092,0.133360443757629,57.406456471877,0.0552552499945266
2008,ESP,0.0277039674770974,0.0286824361552228,0.113607677718553,0.1470802491422,55.7579341082667,0.0708342407415903
2009,ESP,0.0251859261962041,0.0211485692671889,0.12228286638351,0.146406071228844,46.4972031004993,0.0405334179683714
2010,ESP,0.0344070078579289,0.0263600738517352,0.12541428988499,0.154277540862764,52.3435729252915,0.0652245820195403
2011,ESP,0.0403551076409206,0.0374565509428544,0.123699326109248,0.163812922386075,58.0860928451519,0.0768162279629347
2012,ESP,0.0362737447430869,0.043150167700599,0.1260695529111,0.172347228491954,59.9311415973034,0.0822065316749346
2013,ESP,0.0311856097606236,0.0426174382837904,0.126632495045132,0.171531733097591,61.1796122231506,0.0792207857956113
